SampleID,SampleTime,SiteDescription,Latitude,Longitude,Site,SITEID,PFBA,PFMPA,3:3 FTCA,PFPeA,PFMBA,4:2 FTS,NFDHA,PFHxA,PFBS,HFPO-DA,5:3 FTCA,PFEESA,PFHpA,PFPeS,ADONA,6:2 FTS,PFOA,PFHxS,7:3 FTCA,PFNA,PFHpS,8:2 FTS,N-MeFOSAA,PFDA,N-EtFOSAA,PFOS,PFUnDA,9Cl-PF3ONS,PFNS,PFDoDA,PFOSA,PFDS,PFTrDA,11Cl-PF3OUdS,PFTeDA,PFDoDS,N-MeFOSE,N-MeFOSA,N-EtFOSE,N-EtFOSA,CL,COND25,DO,PH,NH3_N,OP,OX_N,SCA,SK,SMG,SNA,SO4,WTEMP,TSS,TALK,Sum_PFAS,Sum_PFCAs,Sum_PFSAs,Sum_Precursors,SampleDate,PPT_7D,PPT_30D,PPT_90D,PPT_MAX1D_30D,WET_DAYS_30D,DRY_SPELL_30D,HEAVY_RAIN_DAYS_7D_10MM,HEAVY_RAIN_DAYS_7D_25MM,HEAVY_RAIN_DAYS_30D_10MM,HEAVY_RAIN_DAYS_30D_25MM,HEAVY_RAIN_DAYS_30D_P90,TMEAN_30D,TMEAN_90D,GDD_90D,HEAT_DAYS_30D,VPDMAX_MEAN_7D,VPDMAX_MEAN_30D,VPDMIN_MEAN_30D,VPDMAX_MAX_30D,HIGH_VPD_DAYS_30D,VPD_CONTRAST_7D_30D,ARIDITY_PROXY_30D,MONTH,GROWING_SEASON,PPT_DAY,TMEAN_DAY,TMAX_DAY,TMIN_DAY,VPDMAX_DAY,VPDMIN_DAY,VPDMEAN_DAY,Developed_1KM,Forest_1KM,Agriculture_1KM,Wetlands_1KM,Water_1KM,Barren_1KM,Shrubland_1KM,Grassland_1KM,Developed_2KM,Forest_2KM,Agriculture_2KM,Wetlands_2KM,Water_2KM,Barren_2KM,Shrubland_2KM,Grassland_2KM,Date
25-2681,1:06:55 PM,Occoquan River at Ravenwood Bridge Surface,38.7175,-77.3941667,RE35S,S31,8.94,0.132990508,0.184847033,6.5,0.112164095,0.118059235,0.064385143,4.88,3.87,0.222270408,0.501125075,0.024097762,2.87,0.081457638,0.154323591,0.198395457,6.24,2.04,0.750719715,1,0.081343558,0.080267948,0.036317634,0.33723734,0.063427499,4.88,0.125184261,0.142662327,0.018862057,0.026715596,0.047733739,0.016440926,0.064818607,0.022193269,0.058910856,0.005408745,0.457367099,0.026497797,0.162055346,0.053768447,25.5,209,6.47,7.2,0.01,0.037083396,1.369848709,20.9,2.91,6.69,18.1,14.3,26.7,8.6,61.2,45.59204871,31.28802126,11.18246628,3.121561166,8/28/2025,1.52,36.9,349.16,13.77,6,12,0,0,2,0,1,23.93,24.85777778,1337.2,7,18.01714286,18.99333333,1.059,28.51,4,-0.976190476,1.942786943,8,1,0,19.6,25.7,13.4,21.91,1.59,11.75,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,8/28/2025
25-2705,8:00:00 AM,Cub Run above US50,38.909257,-77.466674,PF05,S10,4.8,0.127542032,0.209769528,5.39,0.115467778,0.136710949,0.059559713,3.33,2.13,0.224195425,0.489644164,0.026758317,1.38,0.77,0.163128613,0.183822095,2.4,5.63,0.726795664,0.378328509,0.080878408,0.078829181,0.03767854,0.324916856,0.062930136,2.99,0.124530946,0.136505622,0.019621529,0.026462598,0.045244835,0.013708533,0.062191099,0.031879717,0.057242457,0.004520935,0.471056203,0.029938574,0.16791058,0.050308182,27.5,1420,8.42,7.6,0.03,0.01,0.03,186,2.1,65.2,38.1,600,18,20.3,157.7960085,33.48807772,18.51668228,11.83387306,3.137522382,9/8/2025,3.18,27.44,256.88,12.9,4,19,0,0,1,0,1,22.46666667,24.79,1331.1,3,24.99285714,21.606,1.194666667,32.11,4,3.386857143,1.270017588,9,1,0,16.9,25,8.9,22.08,1.58,11.83,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,9/8/2025
25-2706,12:00:00 PM,Occoquan High Dam,38.6938889,-77.2772222,ST01,S37,14.25,0.8,0.268311246,11.59,0.117275634,0.126249945,0.066456772,8.85,4.09,0.211606656,0.468133242,0.024081649,4.01,0.080993377,0.168278553,0.181772462,15.98,1.87,0.70140717,3.04,0.086846234,0.0860395,0.042375427,0.345101162,0.068615938,4.28,0.104179031,0.13835818,0.018724531,0.025765048,0.047518049,0.013065935,0.076713905,0.023767327,0.052363633,0.006346552,0.438693299,0.03108516,0.169620696,0.051941373,27.4,179,4.76,6.8,0.06,0.013113155,0.27,19.9,4.48,4.87,18.4,16.4,24.4,3.7,72.4,73.00168769,59.24139841,10.63218378,3.128105488,9/8/2025,19.71,44.83,320.05,11.65,6,15,1,0,1,0,3,22.45,24.66888889,1320.2,4,22.75285714,18.101,1.407,26.46,2,4.651857143,2.476658748,9,1,0.04,17.3,24.5,10.2,19.28,1.23,10.255,22.75329136,39.23869491,0.028620492,0.515168861,15.82713223,17.48712078,1.917572982,2.232398397,45.4512894,35.20773639,0.128939828,0.32234957,7.191977077,8.832378223,1.053008596,1.812320917,9/8/2025
25-2711,12:01:00 PM,UOSA Tributary,38.796984,-77.457145,PF01,S19,47.27,7.1,0.215164614,40.59,2.16,0.116165359,0.074154599,29.37,16.06,0.219233772,0.483017207,0.026979439,9.21,0.26,0.16636566,0.197650155,15.17,2.23,0.717686873,3.76,0.074585383,0.081705241,0.039885965,2.24,0.06960979,5.96,0.124281125,0.13225451,0.01678458,0.028935702,0.048018032,0.018102,0.0593597,0.028349008,0.048532788,0.0061563,0.467612794,0.027611751,0.173808119,0.05696184,97.1,738,8.17,7.9,0.06,0.044162834,11.7,69.6,23.2,7.55,67.9,113,24.8,7.7,83.48809482,185.0989723,157.1311093,24.81321122,3.15465177,9/9/2025,4.44,12.71,381.67,4.16,4,19,0,0,0,0,0,22.81333333,25.15222222,1363.7,4,25.22857143,22.919,1.224,34.15,3,2.309571429,0.554561717,9,1,0,17.1,25.1,9,22.87,0.91,11.89,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,9/9/2025
25-2712,12:19:00 PM,Bull Run above UOSA,38.797717,-77.45866,PF02,S17,9.46,0.137721423,0.228047986,11.76,0.116738207,0.127210196,0.070156745,7.92,6.64,0.223969031,0.447110267,0.023437733,4.31,0.63,0.166029071,0.185411248,8.17,4.58,0.714739716,3.27,0.085297811,0.077174887,0.039128478,1.17,0.069357772,8.13,0.109343259,0.148346676,0.017731679,0.026748592,0.04733268,0.013603639,0.063613216,0.022638641,0.049777294,0.004527889,0.450482527,0.02703864,0.177124679,0.052007363,65.5,919,8.51,7.8,0.03,0.02,0.06,140,2.73,28.5,43.3,320,20.2,1.3,126.5531821,69.96184734,46.56394199,20.29558407,3.102321285,9/9/2025,4.44,12.71,381.67,4.16,4,19,0,0,0,0,0,22.81333333,25.15222222,1363.7,4,25.22857143,22.919,1.224,34.15,3,2.309571429,0.554561717,9,1,0,17.1,25.1,9,22.87,0.91,11.89,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,9/9/2025
25-2703,3:15:00 PM,South Run downstream of Vint Hill,38.7544227,-77.6752321,PF03,S23,9.41,0.135853374,0.235791595,14.51,0.117123009,0.120802176,0.070656064,9.28,4.98,0.221077356,0.468014615,0.025324915,3.51,1.2,0.169745903,0.189749487,13.17,8.61,0.688289057,2.69,0.47,0.086268882,0.037852958,0.332074921,0.070506253,9.22,0.117904872,0.145181712,0.0199611,0.029029909,0.049124727,0.014732966,0.065242237,0.025725387,0.050065995,0.004182665,0.429107623,0.027438413,0.166668056,0.051898174,48.8,218,5.12,6.8,0.03,0.02,0.06,24.8,3.62,8.96,21.1,10.9,19.5,7,73.11196269,81.2153944,53.41729432,24.71510874,3.082991339,9/9/2025,6.08,17.86,420.63,5.76,3,19,0,0,0,0,0,22.03333333,24.45333333,1300.8,4,23.19142857,20.09133333,0.899666667,28.88,2,3.100095238,0.888940505,9,1,0,16.3,24.1,8.6,20.66,0.85,10.755,31.20526768,15.4881191,49.84254223,3.263670198,0.14314343,0,0.057257372,0,29.91109837,30.84313163,32.06194436,3.061370806,2.609693146,0,0.157728707,1.35503298,9/9/2025
25-2704,10:00:00 AM,Broad Run at Bradley Forest,38.697913,-77.484825,PF04,S34,9.5,0.134455911,0.206772891,8.22,0.106696905,0.121815945,0.067915415,5.67,5.02,0.214219055,0.425446251,0.023968265,3.09,0.077485822,0.175280158,0.194686804,7.95,1.73,0.709472354,2.23,0.079924446,0.096950191,0.037996992,0.335808646,0.066465068,3.25,0.117635926,0.13983846,0.01938549,0.020376401,0.047981809,0.015663823,0.063631459,0.025411847,0.053816922,0.005599387,0.439196307,0.03133163,0.172713697,0.052168184,51.9,430,6.89,7.4,0.01,0.033447448,0.346922383,55.3,2.33,15.1,39.5,85.8,20.5,12.1,114.198737,50.94011246,37.49242217,10.38727754,3.06041275,9/9/2025,4.5,22.13,360.97,13.3,5,13,0,0,1,0,1,22.42666667,24.78888889,1331,5,23.89857143,21.20333333,0.777666667,31.06,4,2.695238095,1.04370382,9,1,0,16.4,24.6,8.2,21.02,0.42,10.72,27.85571142,53.965073,10.392213,7.300314916,0.085886058,0,0.343544231,0.057257372,26.77176639,52.81261197,9.602293085,9.494804729,0.680759584,0.028663561,0.537441777,0.071658904,9/9/2025
25-2707,11:30:00 AM,Hooes Run at Old Bridge Rd,38.68,-77.2894444,ST05,S38,12.51,0.134759996,0.232609909,11.47,0.112995854,0.124947785,0.068934672,10.47,8.96,0.216298262,0.446119416,0.02415388,5.18,0.46,0.165892952,0.180993568,9.8,2.76,0.760295518,2.98,0.087133233,0.083560519,0.037830558,0.329264764,0.072971742,5.58,0.113925361,0.15479171,0.016890585,0.028757865,0.049960778,0.014274037,0.055367699,0.019798268,0.049931016,0.004449725,0.453520454,0.026447288,0.172681889,0.046490467,58.8,213,7.73,6.8,0.04,0.01,0.44,16.3,3.07,3.72,33.3,7.3,17.9,2.8,47.52036628,74.45604977,53.23500255,18.08149144,3.139555776,9/9/2025,20.36,53.71,321.41,15.44,7,13,1,0,3,0,3,22.38,24.79777778,1331.8,4,21.62285714,19.222,1.166333333,26.19,1,2.400857143,2.794194153,9,1,0,17,23.9,10,19.66,1.22,10.44,71.60847167,24.38465942,0.028620492,0.601030338,2.14653692,0,0.973096737,0.25758443,73.80184827,20.96855076,0.007163837,0.788022065,3.481624758,0.107457554,0.51579626,0.3295365,9/9/2025
25-2708,11:00:00 AM,Lake Jackson,38.7051667,-77.4454833,ST10,S33,9.23,0.138439202,0.224477043,6.5,0.120462728,0.128331982,0.070359784,4.68,3.76,0.220416706,0.50891139,0.025599483,2.06,0.077764762,0.167078371,0.199015203,5.92,1.79,0.680846195,1.59,0.083838148,0.06892639,0.04104824,0.323915175,0.069393535,2.94,1.15,0.151089606,0.017442197,0.02831399,0.047828058,0.012653756,0.066007611,0.028590808,0.056996319,0.007215902,0.449969414,0.032874775,0.16471272,0.051410465,27.9,221,8.03,7.3,0.1,0.049626357,0.06,26.7,2.72,8.15,20.7,22.8,22.1,5.5,85.2,43.88392996,31.86413503,8.894194663,3.12560027,9/9/2025,8.13,24.69,359.76,12.05,5,13,0,0,1,0,1,22.43,24.77,1329.3,5,23.66857143,21.14966667,0.886333333,30.16,4,2.518904762,1.167394285,9,1,0,16.6,24.5,8.6,21.03,0.63,10.83,28.17505721,59.23913043,0.85812357,4.090389016,7.179633867,0,0.257437071,0.200228833,29.30515759,62.84383954,1.568767908,2.944126074,2.908309456,0,0.085959885,0.343839542,9/9/2025
25-2709,1:25:00 PM,Bull Run at Rt 40,38.8030556,-77.4497222,ST45,S15,40.35,5.71,0.234896217,37.22,1.61,0.133844944,0.06936048,23.2,13.74,0.223366768,0.475856875,0.024994023,8.35,0.075845376,0.167745508,0.18528333,16.5,2.62,0.724290324,3.12,0.078410902,0.070037824,0.034609432,1.14,0.07742114,4.97,0.111706869,0.149449428,0.017719447,0.03056832,0.049011778,0.015573243,0.072414062,0.021103562,0.056622116,0.005883538,0.435807055,0.030175292,0.166969132,0.053207675,91.8,765,7.69,7.6,0.1,0.02,9.82,78.8,20.1,10.3,64.3,143,24.2,4.4,85,162.3221747,137.4713114,21.71897952,3.131883775,9/9/2025,4.44,12.71,381.67,4.16,4,19,0,0,0,0,0,22.81333333,25.15222222,1363.7,4,25.22857143,22.919,1.224,34.15,3,2.309571429,0.554561717,9,1,0,17.1,25.1,9,22.87,0.91,11.89,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,9/9/2025
25-2811,9:59:00 AM,Occoquan Reservoir Near Dam Bottom,38.6962667,-77.3883333,RE02B,S36,8.85,0.134147694,0.217518427,6.26,0.121989439,0.120346141,0.0683353,4.89,3.38,0.225894478,0.426619839,0.026182198,2.51,0.077847578,0.17717934,0.197836547,6.11,1.44,0.762997553,2.04,0.083843269,0.073273397,0.034197549,1.2,0.071078022,4.7,0.106265098,0.140844848,0.022036913,0.025854718,0.051077607,0.016364555,0.06481547,0.02835046,0.052814381,0.005883835,0.44599284,0.033101892,0.16637608,0.052466258,28.3,255,0.1,6.8,0.78,0.01,0.02,19.3,3.96,5,16.6,8.97,20.6,14.8,65.7,45.41153172,32.3658868,9.921353656,3.124291269,9/11/2025,16.22,38.83,336.76,10.03,7,13,0,0,1,0,0,22.18333333,24.67111111,1320.4,4,23.07714286,20.268,1.212333333,28.72,3,2.809142857,1.915827906,9,1,3.31,18,20.8,15.3,5.57,0.69,3.13,17.28784404,76.77752294,0,4.759174312,0,0,0.143348624,1.032110092,28.14113597,67.383821,0.014343087,3.384968445,0.114744693,0,0.207974756,0.753012048,9/11/2025
25-2797,9:46:00 AM,Occoquan Reservoir Near Dam Surface,38.6962667,-77.3883333,RE02S,S36,14.84,0.89,0.191991462,12.71,0.111166878,0.127221194,0.059275548,10.05,5.45,0.21953751,0.410829569,0.025223911,3.22,0.079772603,0.167336763,0.190660697,6.73,2.29,0.710132443,2.47,0.089766446,0.0809487,0.034134066,0.335146601,0.068121112,5.82,0.106605845,0.139107514,0.017112625,0.021872773,0.048642026,0.012920021,0.062540203,0.023299774,0.051415475,0.004932469,0.420421205,0.02920054,0.157313328,0.05198782,31.5,246,4.23,7,0.07,0,0.58,24,5.11,5.54,21.7,23.7,24,3.2,59.7,68.51863712,51.59874777,13.95213536,2.967753984,9/11/2025,16.22,38.83,336.76,10.03,7,13,0,0,1,0,0,22.18333333,24.67111111,1320.4,4,23.07714286,20.268,1.212333333,28.72,3,2.809142857,1.915827906,9,1,3.31,18,20.8,15.3,5.57,0.69,3.13,17.28784404,76.77752294,0,4.759174312,0,0,0.143348624,1.032110092,28.14113597,67.383821,0.014343087,3.384968445,0.114744693,0,0.207974756,0.753012048,9/11/2025
25-2846,11:30:00 AM,Ryans Dam Bottom,38.7211833,-77.3512833,RE15B,S30,26.05,3.26,0.214184483,27.74,1,0.117280221,0.070371868,19.81,11.29,0.212118133,0.412458478,0.02763677,6.18,0.24,0.161444362,0.175795558,9.85,3.03,0.765502069,3,0.083020837,0.0809835,0.036123195,0.339434995,0.06375795,6.21,0.122889812,0.14324196,0.019209074,0.025007561,0.045591148,0.011102687,0.053046897,0.023208768,0.056921348,0.005261061,0.450580877,0.027049911,0.167949316,0.052066027,68.6,541,0.2,7,0.7,0.056540308,4.52,55.9,12.5,9.63,48.2,89.7,23.1,9.2,91.7,121.6232389,97.48730061,21.08268116,3.053257097,9/11/2025,18.75,47.64,318.16,12.13,8,13,1,0,3,0,3,22.14333333,24.60777778,1314.7,4,22.52714286,18.98,1.407333333,27.75,3,3.547142857,2.510010537,9,1,2.57,18,20.6,15.4,5.11,0.71,2.91,12.13077144,65.95927732,0,1.03240608,19.78778319,0,0.25810152,0.831660453,12.25542894,72.81588189,0.953200029,2.171576005,11.13738981,0,0.279509783,0.387013545,9/11/2025
25-2837,11:22:00 AM,Ryans Dam Surface,38.7211833,-77.3512833,RE15S,S30,18.47,1.51,0.197010811,19.35,0.44,0.121091907,0.067481489,12.5,7.06,0.222612946,0.504614848,0.029657239,4.31,0.29,0.160727825,0.187388688,7.19,2.28,0.66302928,2.13,0.090038383,0.093469711,0.039729618,0.81,0.065933799,5.61,0.117322711,0.161711809,0.019022963,0.022014731,0.046899952,0.01326896,0.065963622,0.023878068,0.058632601,0.005816327,0.440595424,0.02617228,0.185090066,0.055028905,44.7,351,9.3,8.2,0.01,0.043403752,1.51,35,7.26,7.2,30.6,45.8,25,6.8,71.8,85.63420497,66.97393367,15.58339375,3.07687755,9/11/2025,18.75,47.64,318.16,12.13,8,13,1,0,3,0,3,22.14333333,24.60777778,1314.7,4,22.52714286,18.98,1.407333333,27.75,3,3.547142857,2.510010537,9,1,2.57,18,20.6,15.4,5.11,0.71,2.91,12.13077144,65.95927732,0,1.03240608,19.78778319,0,0.25810152,0.831660453,12.25542894,72.81588189,0.953200029,2.171576005,11.13738981,0,0.279509783,0.387013545,9/11/2025
25-2862,8:47:00 AM,Bull Run Marina Bottom,38.7416667,-77.3883333,RE30B,S27,39.96,5.35,0.23137104,36,1.6,0.124945268,0.067062093,24.54,14.71,0.219675084,0.472909099,0.024517443,8.42,0.34,0.171743497,0.189020489,13.74,2.29,0.705567543,3.74,0.083226552,0.078990564,0.037789875,2.54,0.075148484,6.55,0.125291161,0.15503706,0.019203401,0.0247365,0.047321168,0.013673199,0.067161878,0.021444661,0.056758792,0.00494517,0.438460159,0.029625073,0.179163817,0.053453495,88.9,723,7.55,7.6,0.04,0.034492351,0.02,81.5,19,10.8,62,141,21.9,11.2,91.5,163.4982426,136.1639483,24.21204749,3.12224675,9/11/2025,11.33,23.02,352.07,6.87,8,13,0,0,0,0,0,22.23333333,24.73777778,1326.4,5,23.37857143,20.77833333,1.193333333,30.28,3,2.600238095,1.107884816,9,1,2.25,18.1,21.2,15.1,6.3,0.57,3.435,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,9/11/2025
25-2856,8:42:00 AM,Bull Run Marina Surface,38.7416667,-77.3883333,RE30S,S27,36.12,4.87,0.20438916,33.52,1.5,0.131420139,0.071972377,22.86,13.79,0.216347459,0.456039329,0.024287317,7.01,0.078393176,0.168700679,0.209053114,12.58,1.75,0.69197627,3.46,0.08460457,0.072079509,0.034319737,1.53,0.062286076,5.1,0.120363332,0.150188992,0.018671952,0.026919225,0.046493036,0.013783285,0.072518387,0.023025555,0.060891283,0.005549508,0.448844142,0.031170999,0.167876558,0.055944308,88.9,724,7.59,7.6,0.04,0.046414355,9.1,81.1,19,10.8,62.2,141,22,8.8,94.5,147.8381095,123.7306922,21.03850436,3.068912891,9/11/2025,11.33,23.02,352.07,6.87,8,13,0,0,0,0,0,22.23333333,24.73777778,1326.4,5,23.37857143,20.77833333,1.193333333,30.28,3,2.600238095,1.107884816,9,1,2.25,18.1,21.2,15.1,6.3,0.57,3.435,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,9/11/2025
25-2870,12:37:00 PM,Occoquan River at Ravenwood Bridge Bottom,38.7175,-77.3941667,RE35B,S31,9.8,0.38,0.214741458,7.65,0.120955169,0.13120955,0.06913054,5.64,4.84,0.225699581,0.45203807,0.024326636,2.99,0.078428027,0.17501529,0.194534235,6.78,1.5,0.722760629,1.49,0.083839378,0.07491063,0.036766212,0.332086061,0.065009397,4.13,0.122590895,0.13641421,0.018044152,0.026244403,0.048191869,0.012792329,0.063027521,0.024667573,0.050763719,0.006818882,0.433930046,0.029777161,0.78,0.051788492,27.6,233,6.7,7.3,0.04,0.04622485,9.41,23,3.49,7.01,17.1,18,22.8,17.2,62.6,50.00650211,35.44566777,10.85533119,3.705503159,9/11/2025,16.22,38.83,336.76,10.03,7,13,0,0,1,0,0,22.18333333,24.67111111,1320.4,4,23.07714286,20.268,1.212333333,28.72,3,2.809142857,1.915827906,9,1,3.31,18,20.8,15.3,5.57,0.69,3.13,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,9/11/2025
25-2863,12:32:00 PM,Occoquan River at Ravenwood Bridge Surface,38.7175,-77.3941667,RE35S,S31,39.03,5.27,0.206013199,36.29,1.69,0.126419732,0.064700093,24.16,15.42,0.237988963,0.391385326,0.027895236,7.4,0.34,0.161009247,0.192981053,12.52,2.88,11.85,3.68,0.088812044,0.076362561,0.039221028,0.323722848,0.071344967,5.13,0.120656749,0.148478348,0.015139603,0.02255416,0.04575605,0.015299098,0.06782776,0.022307393,0.058885215,0.005436099,0.43984839,0.026097193,0.172183354,0.053584147,29.1,233,9.56,7.8,0.972967849,0.129947563,1.820085808,23.8,3.47,7.16,20.4,19.7,24.4,16,62.9,168.8819099,130.6336467,24.09336782,14.1548953,9/11/2025,16.22,38.83,336.76,10.03,7,13,0,0,1,0,0,22.18333333,24.67111111,1320.4,4,23.07714286,20.268,1.212333333,28.72,3,2.809142857,1.915827906,9,1,3.31,18,20.8,15.3,5.57,0.69,3.13,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,9/11/2025
25-2888,11:30:00 AM,UOSA Tributary,38.796984,-77.457145,PF01,S19,47.84,7.07,0.220303529,44.51,1.94,0.117637994,0.064155538,31.38,18.15,0.217015435,0.484209173,0.02299067,9.02,0.49,0.174587136,0.186163494,15.92,2.19,0.692805832,3.95,0.09142489,0.074468771,0.031787896,1.67,0.064597945,7.98,0.120528768,0.139185423,0.019547336,0.025746179,0.047746564,0.015369073,0.062126382,0.020344147,0.056982756,0.006273164,0.433214593,0.025929074,1.73,0.051636613,94.3,839,8.61,8,0.06,0.01,12.4,70.3,22.2,8.88,65.6,114,23.8,9,81.34285652,197.3067784,163.5653841,29.1251347,4.616259586,9/23/2025,32.63,38.74,303.85,25.87,4,14,1,1,1,1,1,20.85666667,24.47,1302.3,1,17.38142857,22.81233333,1.245,32.65,4,-5.430904762,1.698204188,9,1,0,21.4,26.1,16.8,13.33,1.24,7.285,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,9/23/2025
25-2889,11:25:00 AM,Bull Run above UOSA,38.797717,-77.45866,PF02,S17,11.53,0.135747161,0.212907246,17.49,0.11319352,0.127019571,0.069656322,11.82,7.25,0.205860483,0.493523262,0.025765048,6.22,0.7,0.176980375,0.95,10.48,4.52,0.671873768,5.21,0.080800748,0.075941604,0.031890664,1.81,0.069855631,10.75,0.118290293,0.131575497,0.018679185,0.023933999,0.045209347,0.015945913,0.060067434,0.021395152,0.055181561,0.004951604,0.424631336,0.029105747,0.173372021,0.05795787,73.9,810,9.04,7.7,0.02,0.02,0.05,89.6,2.99,18.4,43.1,170,21.1,7.911313019,100.125599,92.40131236,65.06641397,23.51911315,3.815785249,9/23/2025,32.63,38.74,303.85,25.87,4,14,1,1,1,1,1,20.85666667,24.47,1302.3,1,17.38142857,22.81233333,1.245,32.65,4,-5.430904762,1.698204188,9,1,0,21.4,26.1,16.8,13.33,1.24,7.285,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,9/23/2025
25-2883,12:30:00 PM,Occoquan High Dam,38.6938889,-77.2772222,ST01,S37,15.73,1.13,0.195530738,14.7,0.36,0.11560749,0.061729262,10.38,7.1,0.205382977,0.41791403,0.02588694,3.67,0.081981436,0.166801246,0.178907671,10.07,2.39,0.738144053,2.35,0.077728772,0.081671337,0.035175452,0.335391387,0.070454878,6.03,0.116007666,0.142389292,0.018270326,0.022603499,0.046270225,0.016562828,0.066028673,0.021239444,0.053516815,0.00549664,0.427393998,0.032003238,0.174375266,0.053893274,37.6,279,3.66,7,1.15191231,0.113903606,1.24,28.7,6.1,6.2,26.2,33.7,23.3,2.5,66,77.89435885,58.98354804,15.90955568,3.001255135,9/23/2025,26.51,55.51,281.43,24.5,7,12,1,0,2,0,2,20.49,23.89,1250.1,1,14.39571429,19.05566667,1.448666667,27.67,3,-4.659952381,2.913044239,9,1,0,20.9,25.3,16.5,12.04,1.42,6.73,22.75329136,39.23869491,0.028620492,0.515168861,15.82713223,17.48712078,1.917572982,2.232398397,45.4512894,35.20773639,0.128939828,0.32234957,7.191977077,8.832378223,1.053008596,1.812320917,9/23/2025
25-2884,11:00:00 AM,Hooes Run at Old Bridge Rd,38.68,-77.2894444,ST05,S38,7.06,0.136494139,0.231733344,8.56,0.114557084,0.125011064,0.073051139,6.55,9.31,0.209175117,0.370637647,0.024997593,3.45,0.24,0.184711853,0.189425855,10.15,2.62,0.766597542,1.87,0.090327771,0.079385656,0.034954765,0.327999518,0.068848811,7.51,0.114075233,0.14006518,0.015791684,0.025439025,0.047428536,0.015215308,0.060497526,0.022574593,0.049348778,0.004766551,0.430688244,0.022953651,0.158382647,0.051113455,46.8,20,6.29,6.9,0.02,0.01,0.44,15.8,3.26,3.62,28.3,8.68,20.4,1.4,50.83940928,61.50624931,38.4684113,19.99373868,3.044099326,9/23/2025,26.48,54.6,295.37,24.77,7,12,1,0,2,0,2,20.41333333,24.01333333,1261.2,1,13.73285714,18.85233333,1.262666667,26.22,2,-5.11947619,2.896193221,9,1,0,20.7,25.1,16.3,11.41,1.15,6.28,71.60847167,24.38465942,0.028620492,0.601030338,2.14653692,0,0.973096737,0.25758443,73.80184827,20.96855076,0.007163837,0.788022065,3.481624758,0.107457554,0.51579626,0.3295365,9/23/2025
25-2885,10:00:00 AM,Lake Jackson,38.7051667,-77.4454833,ST10,S33,8.2,0.135040993,0.265792468,5.71,0.114956975,0.114802344,0.06243161,4.66,4.47,0.233865381,0.40958961,0.025463886,3.01,0.081122908,0.168663171,0.19678335,5.52,1.51,0.721502742,1.5,0.087180926,0.084111939,0.036329613,0.326686511,0.067289459,4.84,0.115945489,0.131334872,0.017220623,0.026875463,0.049315783,0.015136004,0.066139203,0.021714661,0.051430495,0.005422254,0.433015309,0.028533186,0.163770096,0.051005487,32.8,286,8.42,7.6,0.05,0.048334751,0.02,31.7,2.69,9.48,24.2,33.2,22.7,7,96.2,43.72847281,29.43707513,11.20459613,3.08680155,9/23/2025,24.95,36.32,266.68,22.97,5,12,1,0,1,0,1,20.46333333,24.06333333,1265.7,1,16.46571429,21.18233333,0.95,30.09,4,-4.716619048,1.714636411,9,1,0,21.3,26,16.5,13.1,0.86,6.98,28.17505721,59.23913043,0.85812357,4.090389016,7.179633867,0,0.257437071,0.200228833,29.30515759,62.84383954,1.568767908,2.944126074,2.908309456,0,0.085959885,0.343839542,9/23/2025
